id,authors,title,abstract,url,location,booth
P1038,Zhuoshu Li: Zhejiang University; Pei Chen: Zhejiang University; Hongbo ZHANG: Zhejiang University; Yexinrui WU: Zhejiang University; Kewei Guo: Zhejiang University; Lingyun Sun: Zhejiang University,Designing a Smart VR Painting System with Multisensory Interaction for Immersive Experience,"VR painting has become increasingly popular for its potential to provide a less restricted painting environment. However, limited sensory feedback in existing VR painting systems detracts people from fully immersive experience. To better integrate multisensory interaction into the VR painting system, we invited 12 participants to a participatory design process. Based on participants' feedback, we envision the design of a smart VR painting system, which integrates visual, audio, haptic, and smell feedback to enhance immersion. Meanwhile, AI's capability is adopted to reduce the difficulty of painting in VR.",,Session/Server 1,7
P1046,"xinkang zhang: Academy for engineering & technology, Fudan University; xinhan di: bloo company; Xiaokun Dai: Academy for engineering & technology, Fudan University; Xinrong Chen: Academy for engineering & technology, Fudan University",An Attention-Based Signed Distance Field Estimation Method for Hand-Object Reconstruction,"Joint reconstruction of hands and objects from monocular RGB images is a challenging task. In this work, we present a novel hybrid model for joint reconstruction of hands and objects. The model proposed consists of three key modules. Among them, multi-scale attention feature extractor is designed to enhance cross-scale information extraction. Attention-based graph encoder can encode the graph information of the hands. Interacting attention module is applied to fuse information between hands and object. Test results on ObMan dataset indicate that our method has better joint reconstruction results compared to the state-of-the-art methods.",,Session/Server 1,8
P1047,Muhannad Ismael: luxembourg institute of science and technology ; Roderick McCall: Luxembourg Institute of Science and Technology (LIST); Maël Cornil: Luxembourg Institute of Science and Technology; Mike Griffin: Luxembourg Institute of Science and Technology (LIST); Joan Baixauli: Luxembourg Institute of Science and Technology (LIST),Radiological Incident System using Augmented Reality (RISAR),"This paper presents an Augmented Reality (AR) solution called RISAR that allows for the real-time visualisation of  Radiological hazards based on sensor data captured from detectors as well as Unmanned Aerial  and Ground Vehicles. RISAR improves safety for first responders during radiological events by enhancing their situation awareness. This lowers the risk of harm, and with it any health impacts and costs.",,Session/Server 1,
P1049,James Jonathan Pinkl: University of Aizu; Michael Cohen: University of Aizu,Concurrent Feedback VR Rhythmic Coordination Training,"Action Observation VR tools have had observable success in teaching a wide variety of skills. The authors’ previous development includes a first-person VR tool designed for users to learn drumming exercises and improve rhythm via HMD. This contribution is an extension that implements concurrent feedback and multimodal cues to further immerse users in a coherent experience. Another virtual scene is included to help users improve their polyrhythms, a historically challenging musical concept to learn through traditional methods. The aim of this work is to use synchronized multimodal techniques with realtime feedback capabilities to develop a new drumming practice tool and to devise a potentially more effective, method to practice polyrhythms.",,Session/Server 1,9
P1050,Taylor A Doty: Iowa State University; Jonathan Kelly: Iowa State University; Michael Dorneich Dorneich: Iowa State University; Stephen B. Gilbert: Iowa State University,Does interpupillary distance (IPD) relate to immediate cybersickness?,"Widespread adoption of virtual reality (VR) will likely be limited by the common occurrence of cybersickness. Cybersickness susceptibility varies across individuals, and previous research reported that interpupillary distance (IPD) may be a factor. However, that work emphasized cybersickness recovery rather than cybersickness immediately after exposure. The current study (N=178) examined if the mismatch between the user's IPD and the VR headset's IPD setting contributes to immediate cybersickness. Multiple linear regression indicated that gender and prior sickness due to screens were significant predictors of immediate cybersickness. However, no relationship between IPD mismatch and immediate cybersickness was observed.",,Session/Server 1,
P1053,Luhui Wang: Beijing Institute of Technology; Wei Liang: Beijing Institute of Technology; Xiangyuan Li: Beijing Forestry University,Scene-aware Motion Redirection in Telecommunication,"We propose a motion redirection system for virtual reality and augmented reality, automatically detecting a person's action in a source scene and redirecting it to a new target scene. The redirected motion is augmented in the target scene based on the understanding of the target scene's semantics and layout. The results show that the system may facilitate telecommunication across scenes, improving user interaction experiences.",,Session/Server 1,10
P1055,Portia Wang: Stanford University; Mark Roman Miller: Stanford University; Jeremy Bailenson: Stanford University,The Belated Guest: Exploring the Design Space for Transforming Asynchronous Social Interactions in Virtual Reality,"Social meetings in Virtual Reality (VR) are fundamentally different from videoconferencing because the VR tracking data can be used to render scenes as if they were in real-time, enabling people to go back in time and experience discussions that they may have not attended. Moreover, the tracking data allows people to visit the meeting from any location in the room, as opposed to the single camera angle used for video conferences. The current paper describes the methodology of transforming tracking data around proxemics and head orientations of recorded avatars to nonverbally assimilate new users into a recorded scene.",,Session/Server 1,
P1057,Kazushi Kinjo: Osaka University; Daisuke Iwai: Osaka University; Kosuke Sato: Osaka University,A High-Dynamic-Range Mesh Screen VR Display by Combining Frontal Projection and Retinal Projection,"We proposed a high-dynamic-range virtual reality (VR) display that can represent a glossy material by combining a conventional frontal projection mapping and a retinal projection light passing through a screen of a microporous plate. 
In the prototype system, the retinal projection could be superimposed on the frontal projection and increase the luminance of only the specular highlight in the image. This paper also reports approximately six hundred times brighter presentation of the retinal projection than that of the frontal projection.",,Session/Server 1,
P1059,Mitsuki Manabe: the university of electro-communications; Keigo Ushiyama: The University of Electro-Communications; Akifumi Takahashi: University of Chicago; Hiroyuki Kajimoto: The University of Electro-Communications,Energy Efficient Wearable Vibrotactile Transducer Utilizing the Leakage Magnetic Flux of Repelling Magnets,"We propose a novel energy-efficient wearable vibrotactile transducer that features two characteristics. Firstly, it uses two repulsive magnets attached to one other to create a concentrated leakage of magnetic flux on the side surface. Secondly, the magnets and coil are directly attached to the skin. A prototype of the device was fabricated and tested, demonstrating that it can produce stronger and wider frequency vibrations than existing methods, providing a more accurate representation of rough textures.",,Session/Server 1,
P1059-2,Xiaolong Liu: Beihang University; Shuai Luan: BUAA; Lili Wang: Beihang University; Chan-Tong Lam: Macao Polytechnic University,Manipulation Guidance Field for Collaborative Object Manipulation in VR,"Object manipulation is a fundamental interaction in virtual reality (VR). Efficient and accurate manipulation is important for many VR applications, especially collaborative VR applications. We introduce a collaborative method based on the manipulation guidance field (MGF) to improve manipulation accuracy and efficiency. We first introduce the concept of MGF and its construction method. Then we propose two strategies to accelerate MGF updating process. After that, we propose a collaborative manipulation method to manipulate objects using the guidance of MGF.",,Session/Server 1,11
P1066,"Patrick Gebhardt: University of Stuttgart; Maximilian Weiß: University of Stuttgart; Pascal Huszár: University of Stuttgart; Xingyao Yu: VISUS; Alexander Achberger: Mercedes-Benz AG; Xiaobing Zhang: China Mobile (Jiangxi) Virtual Reality Technology Co., Ltd; Michael Sedlmair: University of Stuttgart",Auxiliary Means to Improve Motion Guidance Memorability in Extended Reality,"VR-based motion guidance systems can provide 3D movement instructions and real-time feedback for practicing movement without a live instructor. However, the precise visualization of movement paths or postures may be insufficient to learn a new motor skill, as they might make users too dependent and lead to poor performance when there is no guidance. In this paper, we propose to use enhanced error visualization, asymptotic path, increasing transparency, and haptic constraint to improve the memorability of motion guidance. Our study results indicated that adding an enhanced error feedback visualization helped the users with short-term retention.",,Session/Server 1,12
P1069,Melanie Derksen: TU Dortmund University; Tim Weissker: RWTH Aachen University; Torsten Wolfgang Kuhlen: RWTH Aachen University; Mario Botsch: TU Dortmund University,Towards Discovering Meaningful Historical Relationships in Virtual Reality,"Traditional digital tools for exploring historical data mostly rely on conventional 2D visualizations, which often cannot reveal all relevant interrelationships between historical fragments. We are working on a novel interactive exploration tool for historical data in virtual reality, which arranges fragments in a 3D environment based on their temporal, spatial and categorical proximity to a reference fragment. In this poster, we report on an initial expert review of our approach, giving us valuable insights into the use cases and requirements that inform our further developments.",,Session/Server 1,
P1070,Kaitong Qin: Zhejiang University; Yankun Zhen: Alibaba Group; Tianshu Dong: Zhejiang University; Liuqing Chen: Zhejiang University; Lingyun Sun: Zhejiang University; Yumou Zhang: Alibaba Group; TingTing Zhou: Alibaba Group,Design and User Experience Evaluation of 3D Product Information in XR Shopping Application,"Current 3D product information pages are believed to enrich the online shopping experience since it provides a more immersive experience. However, existing solutions still retain the 2D UI elements in the product information presentation design, preventing users from fully immersing themselves in the virtual environment and further degrading the shopping experience. In order to evaluate the user experience of 3D product information in XR shopping applications, we first construct a design space based on previous design cases of product information presentation in virtual environments and produce nine new solutions by combining elements in the design space.",,Session/Server 1,
P1071,Jin Li: Beihang university; Hanchen Deng: Beihang University; Yang Gao: Beihang University; Anqi CHEN: State Key Laboratory of Virtual Reality Technology and Systems，beihang university; Zilong Song: Beihang University; Aimin Hao: Beihang University,Real-time Physics-based Interaction in Augmented Reality,"We propose a unified AR-based framework that combines the real-time physical multi-material simulation model and the efficient free-hand gesture interaction method. First, we employ a simple RGBD camera to quickly acquire 3D environmental data to build the static boundary conditions. The real-time gestures are then detached and used as dynamic objects that interact with physical simulations. Finally, the calculated lighting parameters are used for real-time rendering and virtual-reality fusion. Our framework enables users to interact with various physical simulations in AR scenes, which considerably expands the applications of the fusion of AR and physical simulations.",,Session/Server 1,13
P1072,Zhiqiang Luo: Foshan University; Tek Yong Lim: Multimedia University,Development of a Data-driven Self-adaptive Upper Limb Virtual Rehabilitation System for Post Stroke Elderly,The study aims to develop a virtual rehabilitation system to assist upper limb motor training for older post-stroke patients. The system contains data-driven virtual exergames simulating the task-oriented training; receives the rehabilitation prescription and the online data collected from the multi-mode hand controller and the depth camera; assesses online patient’s performance which in turn updates the data of virtual exergames to adapt to the patient’s training progress. Its innovation is providing precision rehabilitation via gaining the personalized learning experience to improve the adherence to and effectiveness of virtual rehabilitation.,,Session/Server 1,14
P1073,Jesper Gaarsdal: SynergyXR ApS; Sune Wolff: SynergyXR ApS; Claus B. Madsen: Aalborg University,Real-Time Exploded View Animation Authoring in VR Based on Simplified Assembly Sequence Planning,"In this paper, we present an animation authoring tool, capable of automatically generating an exploded view of assemblies in real-time. 3D user interfaces in virtual reality are used for controlling the explosion distance of parts, as well as other metrics affecting the explosion direction and order. The methods used are based on assembly sequence planning and employ an assembly-by-disassembly approach, requiring no additional information about parts other than their geometry and position in the assembled state. The computation times for five assemblies of different complexities are presented, tested on a standalone virtual reality device.",,Session/Server 1,
P1075,Christian Arzate Cruz: Ritsumeikan University; Tatsuya Natsume: Ritsumeikan University; Mizuto Ichihara: Ritsumeikan University; Asako Kimura: Ritsumeikan Univ.; Fumihisa Shibata: Ritsumeikan University,Sequential Eyelid Gestures for User Interfaces in VR,"In this poster, we present user-defined sequential eyelid gestures to control UIs in VR. Previous works have proposed sequential eyelid gestures for VR interaction. However, they do not include squint or wide-open eyelid states. In contrast, we consider those eyelid states too, and we encouraged users to prioritize how well the gestures fitted the commands. To validate that the user-defined gestures are effective, we tested them in a user study N = 17 with five different UI commands for VR interfaces. We use the Vive Pro Eye HMD to detect all our final gestures with low error rates.",,Session/Server 1,
P1077,Eunhee Chang: University of South Australia; Yongjae Lee: Arizona State University; Byounghyun Yoo: Korea Institute of Science and Technology; Hojeong Im: Korea Institute of Science and Technology,Comparing Context-sharing Interfaces in XR Remote Collaboration,"eXtended Reality (XR) remote collaboration refers to working together on virtual data or real objects through various types of reality. To achieve a higher immersive collaboration experience, it is critical to converge heterogeneous realities in one shared workspace, where environmental changes are continuously updated. In this study, We extend our previous work, the Webized XR system, in terms of sharing the local environmental context. This system can provide three types of context-sharing interface (2D video, 360 video, and 3D reconstruction), delivering spatial information about the workspace. We also performed a pilot user study to measure the quality of this system.",,Session/Server 1,15
P1078,"Haoyang Du: Goldsmiths, University of London; Songkai Jia: Goldsmiths, University of London; Joel Gautschi: Zurich University of Applied Science; Julia Quehenberger: Zurich University of Applied Science ; David Lätsch: ZHAW Zurich University of Applied Sciences; Xueni Pan: Goldsmiths",Towards more child safety-oriented decisions through VR?,"Witnessing intimate partner violence (IPV) could have long-term negative impacts on children. Such exposure is, however, often overlooked by professionals. We developed a VR scenario which allowed participants to witness IPV from a child’s perspective. In this pilot study, we found that they made more child-protective decisions and showed higher levels of empathy towards the child after VR exposure. When comparing the impact between the child’s perspective and third-person perspective, no statistically significant differences were found in empathy and decision-making, even though those with the child’s perspective had significantly higher levels of presence.",,Session/Server 1,
P1079,Anthony Steed: University College London; Vit Drga: University College London,Tomato Presence: Virtual Hand Ownership with a Disappearing Hand,"Tomato presence is a term coined by Owlchemy Labs to refer to the observation that players of their game Job Simulator can experience `hand presence' over an object that is not their hand. When playing the game, if a player grabs an object, their virtual hand disappears leaving the grabbed object. It seems that this should be a conflict with current theories of how users might react to visual/proprioceptive mismatch of their embodiment. We run a hand ownership experiment where we implement standard object grasp and the disappearing hand grasp. We show that on a body-ownership questionnaire there is evidence that users feel ownership over a disappearing virtual hand. We also confirm that most users do not report that their hand disappeared.",,Session/Server 1,
P1081,"Seonjeong Park: Goldsmiths, University of London; Damaris D E Carlisle: LASALLE College of the Arts; Marco Gillies: Goldsmiths, University of London; Xueni Pan: Goldsmiths",Reducing Foreign Language Anxiety with Virtual Reality,"An immersive VR experience was developed to examine the relationship between foreign language anxiety (FLA), virtual audience characteristics, and learners' perceptions of the virtual audience. Seven students studying English as a second language selected their avatars and practised their presentations in front of a virtual audience in a realistic classroom. Results indicated that participants' FLA levels increased when presenting to larger audiences, but decreased after repeated presentations. They were also able to identify the surroundings more readily when presenting in front of smaller audiences, as well as in front of audiences of diverse ethnicity.",,Session/Server 1,
P1084,Sarker Monojit Asish: University of Louisiana at Lafayette; Arun K Kulshreshth: University of Louisiana at Lafayette; Christoph W Borst: University of Louisiana at Lafayette,Detecting Distracted Students in an Educational VR Environment Utilizing Machine Learning on EEG and Eye-Gaze Data,"Virtual Reality (VR) is frequently used in various educational contexts since it could improve knowledge retention compared to traditional learning methods. However, distraction is an unavoidable problem in the educational VR environment due to stress, mind-wandering, unwanted noise/sounds, irrelevant stimuli, etc. We explored the combination of EEG and eye gaze data to detect student distractions in an educational VR environment. We designed an educational VR environment and trained three machine learning models (CNN-LSTM, Random Forest and SVM) to detect distracted students. Our preliminary study results show that Random Forest and CNN-LSTM provide better accuracy (98%) compared to SVM.",,Session/Server 1,
P1086,Atiyeh Alinaghi: University of Southampton; Luca Remaggi: NA; Hansung Kim: University of Southampton,Analysis and Synthesis of Spatial Audio for VR Applications: Comparing SIRR and RSAO as Two Main Parametric Approaches,"In order to have a natural experience in a virtual reality environment,
it is crucial to make the sound aligned with the surrounding room
acoustics. The room acoustics are usually captured by room impulse
responses (RIRs) which can be employed to regenerate the same
audio perception. In this paper, we applied and compared two main
parametric approaches, Spatial Impulse Response Rendering (SIRR)
and Reverberant Spatial Audio Object (RSAO) to encode and render
the RIRs. We showed that SIRR synthesizes the early reflections
more precisely whereas RSAO is more accurate to render the late
reverberation.",,Session/Server 1,16
P1087,"Yuwen Heng: School of Electronics and Computer Science, University of Southampton; Srinandan Dasmahapatra: University of Southampton; Hansung Kim: University of Southampton",Material Recognition for Immersive Interactions in Virtual/Augmented Reality,"To provide an immersive experience in a mirrored virtual world such as spatially synchronised audio, visualisation of reproduced real-world scenes and haptic sensing, it is necessary to know the materials of the object surface which provides the optical and acoustic properties for the rendering engine. We focus on identifying materials from real-world images to reproduce more realistic and plausible virtual environments. To cope with considerable variation in material, we propose the DPT architecture which dynamically decides the dependency on different patch resolutions. We evaluate the benefits of learning from multiple patch resolutions on LMD and OpenSurfaces datasets.",,Session/Server 1,17
P1087-2,Linfeng Wu: North Carolina State University ; Karen B Chen: North Carolina State University; Brian Sekelsky: North Carolina State University; Matthew Peterson: North Carolina State University; Tyler Harper-Gampp: NC State University; Cesar Delgado: North Carolina State University,Shrink or grow the kids?  Scale cognition in an immersive virtual environment for K-12 summer camp,"Virtual reality (VR) has been widely used for education and affords embodied learning experiences. Here we describe: Scale Worlds (SW), an immersive virtual environment to allow users to shrink or grow by powers of ten (10X) and experience entities from molecular to astronomical levels; and students’ impressions and outcomes from experiencing SW in a CAVE (Figure 1) during experiential summer outreach sessions. Data collected from post-visit surveys of 69 students, and field observations, revealed that VR technologies: enabled interactive learning experiences; encouraged 
active engagement and discussions among participating students; 
enhanced the understanding of size and scale; and increased interest 
in STEM careers.",,Session/Server 1,
P1088-2,Yuming Fang: Jiangxi University of Finance and Economics; Yiru Yao: Jiangxi University of Finance and Economics; Xiangjie Sui: Jiangxi University of Finance and Economics; Kede Ma: City University of Hong Kong,Subjective Quality Assessment of User-Generated 360° Videos,"In this poster, we establish one of the largest virtual reality (VR) video database, containing 502 user-generated videos with rich content and commingled authentic distortions (often localized in space and time). We capture viewing behaviors (\ie, scanpaths) of 139 users, and collect their opinion scores of perceived quality under four different viewing conditions (two starting points × two exploration times). We provide a thorough statistical analysis of recorded data, resulting in several interesting observations, which reveal how viewing conditions affect human behaviors and perceived quality. The database is available at https://github.com/Yao-Yiru/VR-Video-Database.",,Session/Server 1,18
P1088,Seoyoung Kang: KAIST; Sungwoo Jeon: KAIST; Woontack Woo: KAIST ,IPS : Integrating Pose with Speech for enhancement of body pose estimation in VR remote collaboration,"We propose a Speech-Pose integration method to overcome the limitation of existing body pose estimation. Unlike previous Speech-based gesture generation method, our proposal reflects the user’s actual pose using a vision-based system and speech as a subsidiary. When the system detects the camera out of sight, we carry out a context-aware method analyzing the speech. The system determines the target pose and connects it with the last pose captured by the camera using the bounding box. Our system can be a robust solution for avatar-mediated remote collaboration which requires accurate gesture delivery such as VR remote yoga training.",,Session/Server 1,
P1092,Ayman Mukhaimar: Victoria University; Yuan Miao: Victoria University; Zora Vrcelj: Victoria University; Bruce Gu: Victoria University; Ang Yang: Victoria University; Jun Zhao: Victoria University; Malindu Sandanayake: Victoria University; Melissa Chan: Victoria University,Multi-person tracking for virtual reality surrounding awareness,"Virtual reality devices are designed to cover our vision so we are unaware of our surroundings and completely emerged into a different world. This limits VR user's ability to move freely in crowded areas, such as classrooms, which limits the user interactions in VR. We present a framework that enables VR users to see other people around them inside the VR environment with the help of an external 3D depth camera. The proposed framework enables multi-VR users to use one tracking camera and provides a cost-effective solution. The proposed framework can also help in performing collaborative activities.",,Session/Server 1,19
P1093,Jintao Sun: Beijing Institute of Technology; Gangyi Ding: Beijing Institute of Technology,HandAttNet: Attention 3D Hand Mesh Estimation Network,"Hand pose estimation and reconstruction become increasingly compelling in the metaverse era. But in reality hands are often heavily occluded, which makes the estimation of occluded 3D hand meshes challenging. Previous work tends to ignore the information of the occluded regions, we believe that the occluded regions hand information can be highly utilized, Therefore, in this study, we propose hand
mesh estimation network, HandAttNet. We design the cross-attention mechanism module and the DUO-FIT module to inject hand information into the occluded region. Finally, we use the self-attention regression module for 3D hand mesh estimation. Our HandAttNet achieves SOTA performance.",,Session/Server 1,20
P1094,Patrizia Ring: University Duisburg-Essen; Maic Masuch: University of Duisburg-Essen,Measuring Collision Anxiety in XR Exergames,"Extended Reality (XR) applications have become increasingly relevant due to technical advances, but also have their own challenges regarding the user’s real-world orientation. We propose a novel definition and a not yet validated questionnaire for the feeling of disorientation and fear of colliding with real objects in XR, called Collision Anxiety (CA). Participants (N = 37) played an AR and VR version of a game with results suggesting that while an AR game can provide a similar player experience compared to its VR equivalent, differences regarding CA exist.",,Session/Server 1,
P1095,Zhengchang Yang: NAIST; Naoya Isoyama: Nara Institute of Science and Technology; Nobuchika Sakata: Ryukoku University; Kiyoshi Kiyokawa: Nara Institute of Science and Technology,A Palm-Through Interaction Technique for Controlling IoT Devices,"In this study, we propose a palm-through interaction technique to control smart devices by using an augmented reality head-mounted display. The contributions are as follows: 1) The proposed method is intuitive to aim at and touch the remote object of concern, 2) natural haptic feedback is generated. The user study suggests that the palm-through interface is more intuitive because the user interface is similar to that of a smartphone, and brings users haptic confidence. This showed us how smart devices can greatly benefit from an AR implementation, motivating us to further explore this approach for more scenarios.",,Session/Server 1,21
P1096,"Alexandre Gordo: Instituto Superior Técnico, Universidade de Lisboa; Ivo Roupa: Instituto Superior Técnico, Universidade de Lisboa; Hugo Nicolau: Universidade de Lisboa; Daniel S. Lopes: INESC ID, Instituto Superior Técnico, Universidade de Lisboa",Feasibility and Expert Acceptance of a Virtual Reality Gait Rehabilitation Tool,"We present LocomotiVR, a Virtual Reality tool designed with physiotherapists to improve the gait rehabilitation in clinical practice. The tool features two interfaces: a VR environment to immerse the patient in the therapy activity; and a desktop tool operated by a physiotherapist to customize exercises and follow the patient's performance. Results revealed that LocomotiVR presented promising acceptability, usage, and engagement scores. These results were supported by qualitative data collected from participating experts, which discussed high levels of satisfaction, motivation, and acceptance to incorporate the LocomotiVR in daily therapy practices. Concerns were related to patient safety and lack of legal regulation.",,Session/Server 1,
P1098,Yobbahim J. Vite: University of Calgary; Yaoping Hu: University of Calgary,The role of attention and cognitive workload in measuring levels of task complexity within virtual environments,"This paper studied the role of attention and cognitive workload (CWL) in measuring levels of task complexity. Within a virtual environment (VE), participants undertook a task with a baseline and 3 levels of the complexity. The baseline and levels were defined as those in an existing work. A well-known ratio of attention, AR, was computed from recorded brainwaves of the participants during the task. Their CWL was derived from a de-facto questionnaire of the NASA task load index.  The study’s outcomes indicated that, while the role of the AR in the measurement remained unclear, the CWL could serve the measurement.",,Session/Server 1,22
